1	  138.03

Index	Sum
334	-59897.03
335	-68795.33
336	-74465.80
337	-62977.80
338	-61535.05
339	-59574.41
340	-68187.30
341	-54885.12
342	-49844.23
343	-52177.96
344	-58219.39
345	-56608.11
346	-54462.41
347	-53147.29
348	-51119.47
349	-55322.76
350	-44935.08
351	-45073.24
352	-41350.77
353	-39607.39
354	-50059.06
355	-50047.28
356	-42112.88
357	-33453.93
358	-27336.12
359	-30868.54
360	-32188.94
361	-25294.28
362	-33721.75
363	-30047.01
364	-30041.34
365	-20955.07
366	-16812.78
367	-23827.17
368	-17079.82
369	-18330.19
370	-14428.23
371	-12593.86
372	-5607.95
373	-9958.49
374	-12334.11
375	-12856.28
376	 9157.21
377	  -40.94
378	11582.13
379	-1049.28
380	 5182.67
381	12559.08
382	 2395.03
383	 3640.80
384	12255.96
385	10690.55
386	13990.06
387	25340.51
388	10912.02
389	26451.79
390	27057.46
391	20041.43
392	27076.56
393	35193.96
394	36236.10
395	32653.40
396	31360.47
397	43606.15
398	40581.94
399	33852.54
400	34355.11
401	35669.48
402	44147.54
403	47852.95
404	37339.67
405	45708.30
406	40143.66
407	63457.02
408	53104.88
409	60928.83
410	60595.68
411	54117.97
412	56522.19
413	60369.38
414	60708.18
415	72456.61
416	53096.85
417	56864.34
418	64774.24
419	68459.96
420	57950.19
421	60297.20
422	70119.06
423	72451.78
424	71492.24
425	70948.30
426	70281.53
427	67010.12
428	67755.63
429	72693.09
430	77509.73
431	77164.96
432	57752.46
433	79488.69
434	72728.27
435	72311.27
436	70443.16
437	66342.09
438	66692.13
439	74952.70
440	56141.82
441	57144.34
442	71834.04
443	68562.31
444	63945.87
445	56760.86
446	59287.42
447	64222.61
448	64076.06
449	66372.17
450	61746.88
451	59742.71
452	60482.04
453	56332.71
454	54604.58
455	46132.28
456	53987.25
457	49694.36
458	54139.96
459	43078.46
460	56083.38
461	41055.20
462	35414.36
463	47359.73
464	43982.97
465	44455.77
466	31249.04
467	37590.12
468	42271.45
469	31081.31
470	32501.98
471	38079.31
472	18446.94
473	25759.51
474	19509.25
475	10449.19
476	23877.06
477	 5106.71
478	20524.25
479	 -533.60
480	 4757.05
481	 6138.65
482	 3820.68
483	16108.35
484	13602.89
485	-3293.09
486	-6705.99
487	-3374.39
488	-5812.77
489	-9531.38
490	-10869.07
491	-9497.06
492	-17580.86
493	-1782.72
494	-13866.72
495	-19873.32
496	-16096.00
497	-31635.15
498	-13689.02
499	-30568.57
500	-38810.61
501	-34004.64
502	-30843.73
503	-27612.67
504	-24061.19
505	-43714.57
506	-37463.92
507	-36817.62
508	-49956.68
509	-49916.41
510	-43311.07
511	-54557.91
512	-51152.46





16	  879.44

Index	Sum
1	58744.46
2	80560.55
3	81153.78
4	65437.47
5	75154.96
6	68252.92
7	70357.60
8	69170.71
9	61920.20
10	67914.75
11	59266.61
12	64721.54
13	65426.57
14	61182.30
15	70019.88
16	76922.10
17	65306.14
18	58248.70
19	53409.26
20	63013.82
21	68545.68
22	54695.66
23	53861.51
24	43920.16
25	55224.15
26	56994.12
27	48735.89
28	47319.45
29	54156.57
30	42531.57
31	48145.63
32	34047.30
33	37551.16
34	32613.09
35	35278.76
36	42403.18
37	28402.08
38	21878.26
39	26445.65
40	22040.13
41	39005.81
42	25945.38
43	11270.55
44	30026.35
45	12677.52
46	15678.91
47	 5241.87
48	 7326.03
49	12967.81
50	 2840.73
51	 1743.54
52	20193.86
53	-5377.75
54	 9430.27
55	-10788.24
56	-5749.57
57	-4988.57
58	-12976.42
59	-11736.59
60	 3023.32
61	-5321.12
62	-18014.12
63	-23817.26
64	-18494.05
65	-16940.37
66	-27298.16
67	-28035.18
68	-39138.38
69	-31557.85
70	-30659.60
71	-31127.64
72	-31241.25
73	-41402.09
74	-40257.96
75	-38579.52
76	-42253.54
77	-48680.71
78	-44431.43
79	-36133.44
80	-47736.66
81	-45175.88
82	-51352.20
83	-60987.33
84	-36059.56
85	-58999.46
86	-57024.02
87	-65262.82
88	-58359.06
89	-62094.73
90	-61429.81
91	-49105.86
92	-53587.77
93	-69514.53
94	-52134.71
95	-50132.08
96	-66954.68
97	-56985.66
98	-61505.46
99	-65077.82
100	-44922.52
101	-57576.46
102	-63271.34
103	-76291.45
104	-62911.35
105	-54025.61
106	-67690.87
107	-58486.41
108	-73444.95
109	-65726.88
110	-71836.43
111	-66437.62
112	-71087.73
113	-61876.82
114	-72697.89
115	-60303.89
116	-59381.55
117	-68319.98
118	-68222.91
119	-75146.50
120	-65036.02
121	-74412.69
122	-64923.98
123	-60031.73
124	-55600.68
125	-64332.43
126	-59081.91
127	-68630.05
128	-57537.78
129	-60859.79
130	-61102.70
131	-52943.02
132	-55742.15
133	-48139.11
134	-50198.06
135	-44020.77
136	-38306.54
137	-56518.96
138	-44173.82
139	-42125.36
140	-30387.62
141	-39856.81
142	-37720.62
143	-42231.00
144	-32623.86
145	-35772.32
146	-39936.79
147	-27218.74
148	-33299.47
149	-27526.51
150	-20213.18
151	-32780.32
152	-15163.27
153	-16840.68
154	-15845.29
155	-14307.05
156	-6346.93
157	-6138.24
158	-17759.78
159	-8071.20
160	-7806.89
161	 4126.60
162	 7195.19
163	 2373.47
164	 5152.95
165	-1016.85
166	 3896.65
167	15257.71
168	21949.21
169	11425.59
170	18086.22
171	16082.10
172	26289.52
173	15382.02
174	14810.38
175	30145.12
176	31876.32
177	37385.38
178	22326.21
179	19798.97
180	38406.56
181	32796.54
182	37917.00
183	28987.39
184	40586.48
185	44851.46
186	44932.01
187	48737.50
188	50989.28
189	52466.85
190	52609.81
191	54529.20
192	46469.06
193	55483.26
194	68860.24
195	59616.50
196	62987.60
197	62301.77
198	65944.24
199	61585.60
200	66157.02
201	62208.34
202	56992.94
203	57660.23
204	66920.10
205	77403.44
206	61903.68
207	59761.07
208	70408.26
209	68352.27
210	67385.07
211	65218.84
212	77282.02
213	63787.58
214	78757.18
215	67636.59
216	67722.73
217	71341.34
218	71363.55
219	63105.06
220	65738.55
221	66754.86
222	69972.12
223	71963.07
224	69189.98
225	62608.95
226	73956.03
227	59611.17
228	54623.98
229	65023.98
230	57228.14
231	50475.14
232	68364.15
233	66362.64
234	63723.27
235	57487.44
236	58918.92
237	56899.21
238	48939.46
239	59422.22
240	59839.34
241	39281.42
242	49572.89
243	39524.95
244	39468.25
245	38753.77
246	45712.67
247	39286.43
248	45154.79
249	29216.66
250	35545.34
251	38368.54
252	32892.95
253	25217.70
254	31034.04
255	26569.56
256	29518.95
257	23230.21
258	23646.44
259	26418.06
260	28205.12
261	12932.70
262	13030.74
263	10691.25
264	15536.50
265	 6830.94
266	 4981.26
267	 2332.03
268	 4308.43
269	-1366.34
270	-2838.55
271	 4440.09
272	 8664.25
273	-12252.35
274	-11028.00
275	-1990.78
276	-14912.48
277	-5498.90
278	-17556.21
279	-16671.21
280	-19654.78
281	-25932.91
282	-20759.63
283	-33253.18
284	-38005.13
285	-31347.65
286	-32233.38
287	-39135.09
288	-39830.04
289	-40657.09
290	-37952.22
291	-35519.60
292	-30111.48
293	-53918.22
294	-36908.34
295	-40808.57
296	-48609.90
297	-45612.36
298	-49962.15
299	-65645.46
300	-53126.50
301	-61283.55
302	-51292.47
303	-45862.55
304	-53650.40
305	-49353.71
306	-53343.99
307	-53349.55
308	-61315.48
309	-58444.63
310	-58436.79
311	-66111.19
312	-69162.06
313	-67361.95
314	-57589.94
315	-66442.07
316	-71373.66
317	-64176.28
318	-61631.92
319	-64037.51
320	-72331.51
321	-63103.73
322	-73780.41
323	-79824.74
324	-73603.27
325	-74192.66
326	-68944.55
327	-67559.54
328	-73824.70
329	-65477.33
330	-66483.88
331	-58126.95
332	-79279.28
333	-69347.41
334	-59897.03
335	-68795.33
336	-74465.80
337	-62977.80
338	-61535.05
339	-59574.41
340	-68187.30
341	-54885.12
342	-49844.23
343	-52177.96
344	-58219.39
345	-56608.11
346	-54462.41
347	-53147.29
348	-51119.47
349	-55322.76
350	-44935.08
351	-45073.24
352	-41350.77
353	-39607.39
354	-50059.06
355	-50047.28
356	-42112.88
357	-33453.93
358	-27336.12
359	-30868.54
360	-32188.94
361	-25294.28
362	-33721.75
363	-30047.01
364	-30041.34
365	-20955.07
366	-16812.78
367	-23827.17
368	-17079.82
369	-18330.19
370	-14428.23
371	-12593.86
372	-5607.95
373	-9958.49
374	-12334.11
375	-12856.28
376	 9157.21
377	  -40.94
378	11582.13
379	-1049.28
380	 5182.67
381	12559.08
382	 2395.03
383	 3640.80
384	12255.96
385	10690.55
386	13990.06
387	25340.51
388	10912.02
389	26451.79
390	27057.46
391	20041.43
392	27076.56
393	35193.96
394	36236.10
395	32653.40
396	31360.47
397	43606.15
398	40581.94
399	33852.54
400	34355.11
401	35669.48
402	44147.54
403	47852.95
404	37339.67
405	45708.30
406	40143.66
407	63457.02
408	53104.88
409	60928.83
410	60595.68
411	54117.97
412	56522.19
413	60369.38
414	60708.18
415	72456.61
416	53096.85
417	56864.34
418	64774.24
419	68459.96
420	57950.19
421	60297.20
422	70119.06
423	72451.78
424	71492.24
425	70948.30
426	70281.53
427	67010.12
428	67755.63
429	72693.09
430	77509.73
431	77164.96
432	57752.46
433	79488.69
434	72728.27
435	72311.27
436	70443.16
437	66342.09
438	66692.13
439	74952.70
440	56141.82
441	57144.34
442	71834.04
443	68562.31
444	63945.87
445	56760.86
446	59287.42
447	64222.61
448	64076.06
449	66372.17
450	61746.88
451	59742.71
452	60482.04
453	56332.71
454	54604.58
455	46132.28
456	53987.25
457	49694.36
458	54139.96
459	43078.46
460	56083.38
461	41055.20
462	35414.36
463	47359.73
464	43982.97
465	44455.77
466	31249.04
467	37590.12
468	42271.45
469	31081.31
470	32501.98
471	38079.31
472	18446.94
473	25759.51
474	19509.25
475	10449.19
476	23877.06
477	 5106.71
478	20524.25
479	 -533.60
480	 4757.05
481	 6138.65
482	 3820.68
483	16108.35
484	13602.89
485	-3293.09
486	-6705.99
487	-3374.39
488	-5812.77
489	-9531.38
490	-10869.07
491	-9497.06
492	-17580.86
493	-1782.72
494	-13866.72
495	-19873.32
496	-16096.00
497	-31635.15
498	-13689.02
499	-30568.57
500	-38810.61
501	-34004.64
502	-30843.73
503	-27612.67
504	-24061.19
505	-43714.57
506	-37463.92
507	-36817.62
508	-49956.68
509	-49916.41
510	-43311.07
511	-54557.91
512	-51152.46
